Payment_ID,Student_ID,Month,Tuition_Fee,Transport_Fee,Total_Fee,Amount_Paid,Payment_Date,Payment_Mode
6627,627,01-07-2022,2000,1600,3600,3600,03-07-2022,Card
6628,628,01-07-2022,2000,1200,3200,3200,04-07-2022,Card
6629,629,01-07-2022,2500,800,3300,3300,18-07-2022,Card
6630,630,01-07-2022,3200,0,3200,0,,Card
6631,631,01-07-2022,2500,1200,3700,3700,03-07-2022,Cash
6632,632,01-07-2022,2000,1200,3200,3200,02-07-2022,Card
6633,633,01-07-2022,3200,800,4000,4000,03-07-2022,Bank Transfer
6634,634,01-07-2022,3200,0,3200,3200,02-07-2022,Bank Transfer
6635,635,01-07-2022,2500,0,2500,2500,03-07-2022,UPI
6636,636,01-07-2022,3200,0,3200,3200,04-07-2022,Bank Transfer
6637,637,01-07-2022,2000,1200,3200,3200,03-07-2022,UPI
6638,638,01-07-2022,1500,800,2300,2300,01-07-2022,Card
6639,639,01-07-2022,2500,1600,4100,4100,05-07-2022,Cash
6640,640,01-07-2022,4000,1600,5600,5600,03-07-2022,Card
6641,641,01-07-2022,4000,800,4800,4800,03-07-2022,Bank Transfer
6642,642,01-07-2022,1500,1600,3100,3100,05-07-2022,Card
6643,643,01-07-2022,4000,0,4000,4000,03-07-2022,UPI
6644,644,01-07-2022,3200,0,3200,3200,02-07-2022,UPI
6645,645,01-07-2022,3200,0,3200,3200,01-07-2022,Bank Transfer
6646,646,01-07-2022,3200,0,3200,3200,02-07-2022,Cash
6647,647,01-07-2022,4000,1200,5200,5200,02-07-2022,Card
6648,648,01-07-2022,1500,1600,3100,3100,12-07-2022,Bank Transfer
6649,649,01-07-2022,2000,0,2000,2000,01-07-2022,Card
6650,650,01-07-2022,2500,800,3300,3300,05-07-2022,Card
6651,651,01-07-2022,2500,0,2500,1433.734878,05-07-2022,Cash
6652,652,01-07-2022,3200,1600,4800,4800,03-07-2022,Card
6653,653,01-07-2022,3200,1600,4800,4800,05-07-2022,Card
6654,654,01-07-2022,1500,1600,3100,3100,04-07-2022,Bank Transfer
6655,655,01-07-2022,4000,0,4000,4000,01-07-2022,Card
6656,656,01-07-2022,3200,0,3200,3200,03-07-2022,Card
6657,657,01-07-2022,1500,800,2300,2300,05-07-2022,UPI
6658,658,01-07-2022,2000,0,2000,2000,01-07-2022,Card
6659,659,01-07-2022,2000,1200,3200,3200,22-07-2022,Card
6660,660,01-07-2022,2000,1200,3200,3200,02-07-2022,Cash
6661,661,01-07-2022,1500,1600,3100,3100,04-07-2022,Cash
6662,662,01-07-2022,2500,1600,4100,4100,03-07-2022,Card
6663,663,01-07-2022,1500,1200,2700,2700,19-07-2022,Card
6664,664,01-07-2022,2000,0,2000,2000,01-07-2022,Card
6665,665,01-07-2022,2000,0,2000,2000,03-07-2022,Cash
6666,666,01-07-2022,1500,1600,3100,3100,27-07-2022,Card
6667,667,01-07-2022,2500,800,3300,3300,05-07-2022,UPI
6668,668,01-07-2022,3200,0,3200,3200,05-07-2022,Card
6669,669,01-07-2022,2000,0,2000,2000,05-07-2022,UPI
6670,670,01-07-2022,2000,0,2000,2000,02-07-2022,Cash
6671,671,01-07-2022,2000,800,2800,2800,01-07-2022,Card
6672,672,01-07-2022,4000,800,4800,4800,17-07-2022,UPI
6673,673,01-07-2022,1500,1200,2700,2700,28-07-2022,UPI
6674,674,01-07-2022,4000,800,4800,2400.119667,06-07-2022,Bank Transfer
6675,675,01-07-2022,2000,1200,3200,3200,05-07-2022,Cash
6676,676,01-07-2022,2500,0,2500,2500,04-07-2022,Card
6677,677,01-07-2022,4000,1600,5600,3346.546338,05-07-2022,Cash
6678,678,01-07-2022,3200,800,4000,4000,13-07-2022,UPI
6679,679,01-07-2022,3200,1200,4400,4400,03-07-2022,Cash
6680,680,01-07-2022,1500,800,2300,2300,04-07-2022,Cash
6681,681,01-07-2022,2500,800,3300,0,,UPI
6682,682,01-07-2022,1500,1200,2700,2700,01-07-2022,UPI
6683,683,01-07-2022,1500,1200,2700,2700,05-07-2022,Card
6684,684,01-07-2022,4000,0,4000,2144.856703,01-07-2022,UPI
6685,685,01-07-2022,3200,0,3200,3200,01-07-2022,UPI
6686,686,01-07-2022,2000,1200,3200,3200,16-07-2022,Cash
6687,687,01-07-2022,4000,1200,5200,5200,01-07-2022,Card
6688,688,01-07-2022,2500,0,2500,2500,05-07-2022,Bank Transfer
6689,689,01-07-2022,3200,1200,4400,4400,05-07-2022,Cash
6690,690,01-07-2022,2500,800,3300,3300,18-07-2022,Cash
6691,691,01-07-2022,1500,0,1500,1500,25-07-2022,UPI
6692,692,01-07-2022,1500,800,2300,2300,03-07-2022,Cash
6693,693,01-07-2022,4000,1600,5600,5600,03-07-2022,UPI
6694,694,01-07-2022,3200,1600,4800,4800,03-07-2022,Bank Transfer
6695,695,01-07-2022,4000,1200,5200,5200,22-07-2022,Card
6696,696,01-07-2022,1500,1200,2700,2700,04-07-2022,UPI
6697,697,01-07-2022,3200,0,3200,3200,27-07-2022,Bank Transfer
6698,698,01-07-2022,2500,800,3300,0,,UPI
6699,699,01-07-2022,1500,1200,2700,2700,02-07-2022,Cash
6700,700,01-07-2022,2000,0,2000,2000,05-07-2022,UPI
6701,701,01-07-2022,2000,1600,3600,3600,02-07-2022,Bank Transfer
6702,702,01-07-2022,2000,800,2800,2800,03-07-2022,UPI
6703,703,01-07-2022,3200,0,3200,3200,02-07-2022,Bank Transfer
6704,704,01-07-2022,4000,1200,5200,0,,Bank Transfer
6705,705,01-07-2022,2000,0,2000,2000,03-07-2022,Cash
6706,706,01-07-2022,2000,0,2000,2000,04-07-2022,Cash
6707,707,01-07-2022,2000,1600,3600,3600,04-07-2022,UPI
6708,708,01-07-2022,4000,1600,5600,5600,01-07-2022,Bank Transfer
6709,709,01-07-2022,4000,0,4000,4000,05-07-2022,Bank Transfer
6710,710,01-07-2022,2000,800,2800,997.9603322,01-07-2022,Bank Transfer
6711,711,01-07-2022,2000,0,2000,2000,04-07-2022,Card
6712,712,01-07-2022,1500,800,2300,2300,05-07-2022,UPI
6713,713,01-07-2022,1500,1200,2700,2700,02-07-2022,Cash
6714,714,01-07-2022,2000,1200,3200,3200,27-07-2022,Cash
6715,715,01-07-2022,3200,0,3200,3200,24-07-2022,Card
6716,716,01-07-2022,1500,0,1500,1500,05-07-2022,Bank Transfer
6717,717,01-07-2022,3200,800,4000,4000,01-07-2022,Cash
6718,718,01-07-2022,1500,800,2300,2300,02-07-2022,Card
6719,719,01-07-2022,1500,0,1500,1500,03-07-2022,Bank Transfer
6720,720,01-07-2022,2000,1200,3200,3200,05-07-2022,Card
6721,721,01-07-2022,2000,800,2800,2800,02-07-2022,Cash
6722,722,01-07-2022,2000,1600,3600,3600,22-07-2022,Cash
6723,723,01-07-2022,1500,1600,3100,0,,Bank Transfer
6724,724,01-07-2022,2500,0,2500,2500,03-07-2022,Card
6725,725,01-07-2022,3200,1200,4400,4400,04-07-2022,Cash
6726,726,01-07-2022,4000,1200,5200,5200,15-07-2022,Card
6727,727,01-07-2022,4000,1600,5600,0,,UPI
6728,728,01-07-2022,3200,0,3200,1648.921883,05-07-2022,Bank Transfer
6729,729,01-07-2022,2500,1600,4100,4100,02-07-2022,UPI
6730,730,01-07-2022,2000,1600,3600,3600,02-07-2022,Card
6731,731,01-07-2022,4000,1200,5200,5200,03-07-2022,Cash
6732,732,01-07-2022,2500,0,2500,2500,02-07-2022,Card
6733,733,01-07-2022,4000,1200,5200,5200,04-07-2022,Card
6734,734,01-07-2022,2000,800,2800,2800,25-07-2022,Cash
6735,735,01-07-2022,2500,1600,4100,4100,02-07-2022,UPI
6736,736,01-07-2022,3200,1200,4400,4400,03-07-2022,Bank Transfer
6737,737,01-07-2022,4000,800,4800,4800,05-07-2022,UPI
6738,738,01-07-2022,2000,0,2000,2000,02-07-2022,Cash
6739,739,01-07-2022,3200,1600,4800,4800,01-07-2022,UPI
6740,740,01-07-2022,2500,0,2500,2500,02-07-2022,UPI
6741,741,01-07-2022,3200,1200,4400,4400,01-07-2022,UPI
6742,742,01-07-2022,4000,0,4000,4000,01-07-2022,UPI
6743,743,01-07-2022,1500,800,2300,2300,04-07-2022,UPI
6744,744,01-07-2022,4000,1200,5200,5200,04-07-2022,Card
6745,745,01-07-2022,4000,0,4000,4000,05-07-2022,Cash
6746,746,01-07-2022,2000,0,2000,2000,02-07-2022,Card
6747,747,01-07-2022,3200,1600,4800,1850.040976,10-07-2022,UPI
6748,748,01-07-2022,2000,1200,3200,3200,02-07-2022,UPI
6749,749,01-07-2022,4000,0,4000,4000,03-07-2022,UPI
6750,750,01-07-2022,2000,1600,3600,3600,03-07-2022,UPI
6751,751,01-07-2022,1500,0,1500,1500,02-07-2022,Cash
6752,752,01-07-2022,3200,0,3200,3200,03-07-2022,Card
6753,753,01-07-2022,1500,800,2300,2300,04-07-2022,Card
6754,754,01-07-2022,2000,800,2800,2800,05-07-2022,Card
6755,755,01-07-2022,2000,1600,3600,3600,01-07-2022,Card
6756,756,01-07-2022,4000,800,4800,4800,03-07-2022,Cash
6757,757,01-07-2022,1500,1200,2700,2700,05-07-2022,Bank Transfer
6758,758,01-07-2022,2000,0,2000,2000,02-07-2022,Card
6759,759,01-07-2022,1500,1600,3100,3100,25-07-2022,UPI
6760,760,01-07-2022,1500,0,1500,1500,29-07-2022,Bank Transfer
6761,761,01-07-2022,2000,1600,3600,2394.186208,06-07-2022,Cash
6762,762,01-07-2022,3200,1600,4800,4800,01-07-2022,Bank Transfer
6763,763,01-07-2022,1500,800,2300,2300,03-07-2022,Cash
6764,764,01-07-2022,3200,1200,4400,4400,04-07-2022,Card
6765,765,01-07-2022,2500,1200,3700,3700,02-07-2022,UPI
6766,766,01-07-2022,1500,1200,2700,2700,05-07-2022,Cash
6767,767,01-07-2022,4000,0,4000,4000,02-07-2022,Bank Transfer
6768,768,01-07-2022,2000,1200,3200,3200,02-07-2022,UPI
6769,769,01-07-2022,2500,1600,4100,4100,15-07-2022,Card
6770,770,01-07-2022,2500,1200,3700,3700,18-07-2022,Card
6771,771,01-07-2022,1500,800,2300,2300,16-07-2022,Card
6772,772,01-07-2022,2000,1200,3200,3200,05-07-2022,UPI
6773,773,01-07-2022,1500,800,2300,2300,05-07-2022,Bank Transfer
6774,774,01-07-2022,1500,800,2300,2300,03-07-2022,Bank Transfer
6775,775,01-07-2022,1500,800,2300,2300,03-07-2022,Card
6776,776,01-07-2022,4000,1200,5200,5200,03-07-2022,Bank Transfer
6777,777,01-07-2022,2000,0,2000,2000,02-07-2022,Bank Transfer
6778,778,01-07-2022,3200,1200,4400,4400,22-07-2022,Bank Transfer
6779,779,01-07-2022,3200,1200,4400,4400,03-07-2022,Cash
6780,780,01-07-2022,2000,1600,3600,3600,01-07-2022,Cash
6781,781,01-07-2022,4000,800,4800,4800,12-07-2022,Card
6782,782,01-07-2022,4000,0,4000,4000,01-07-2022,Bank Transfer
6783,783,01-07-2022,1500,1600,3100,3100,05-07-2022,UPI
6784,784,01-07-2022,1500,1200,2700,2700,15-07-2022,Card
6785,785,01-07-2022,1500,1600,3100,3100,22-07-2022,Cash
6786,786,01-07-2022,3200,800,4000,4000,03-07-2022,UPI
6787,787,01-07-2022,1500,1600,3100,3100,02-07-2022,UPI
6788,788,01-07-2022,1500,1200,2700,2700,01-07-2022,Card
6789,789,01-07-2022,2000,0,2000,2000,18-07-2022,Bank Transfer
6790,790,01-07-2022,2500,800,3300,3300,05-07-2022,Card
6791,791,01-07-2022,2000,1600,3600,3600,03-07-2022,Cash
6792,792,01-07-2022,4000,1600,5600,5600,01-07-2022,UPI
6793,793,01-07-2022,1500,800,2300,2300,05-07-2022,UPI
6794,794,01-07-2022,2000,1200,3200,3200,02-07-2022,Card
6795,795,01-07-2022,2000,0,2000,2000,03-07-2022,Bank Transfer
6796,796,01-07-2022,2000,0,2000,2000,05-07-2022,Bank Transfer
6797,797,01-07-2022,1500,1200,2700,2700,04-07-2022,Bank Transfer
6798,798,01-07-2022,2000,0,2000,2000,04-07-2022,Card
6799,799,01-07-2022,2500,0,2500,2500,04-07-2022,Cash
6800,800,01-07-2022,2000,0,2000,2000,04-07-2022,UPI
6801,801,01-07-2022,2000,800,2800,1461.481701,04-07-2022,UPI
6802,802,01-07-2022,2000,0,2000,2000,05-07-2022,Card
6803,803,01-07-2022,3200,1200,4400,4400,05-07-2022,UPI
6804,804,01-07-2022,3200,0,3200,3200,01-07-2022,Cash
6805,805,01-07-2022,1500,1600,3100,1889.143434,03-07-2022,Card
6806,806,01-07-2022,1500,800,2300,2300,04-07-2022,Card
6807,807,01-07-2022,2000,0,2000,2000,01-07-2022,UPI
6808,808,01-07-2022,3200,1200,4400,3032.423759,05-07-2022,UPI
6809,809,01-07-2022,1500,0,1500,1500,05-07-2022,Card
6810,810,01-07-2022,1500,0,1500,1500,02-07-2022,UPI
6811,811,01-07-2022,2000,1600,3600,3600,04-07-2022,Cash
6812,812,01-07-2022,1500,800,2300,2300,01-07-2022,Card
6813,813,01-07-2022,1500,1600,3100,3100,03-07-2022,Bank Transfer
6814,814,01-07-2022,2500,800,3300,3300,05-07-2022,Bank Transfer
6815,815,01-07-2022,1500,800,2300,2300,04-07-2022,Bank Transfer
6816,816,01-07-2022,4000,0,4000,4000,01-07-2022,UPI
6817,817,01-07-2022,2500,1200,3700,3700,04-07-2022,Card
6818,818,01-07-2022,2500,1200,3700,3700,02-07-2022,Bank Transfer
6819,819,01-07-2022,3200,0,3200,3200,03-07-2022,Bank Transfer
6820,820,01-07-2022,3200,1200,4400,4400,02-07-2022,Card
6821,821,01-07-2022,1500,1200,2700,926.4934855,03-07-2022,Bank Transfer
6822,822,01-07-2022,2000,0,2000,2000,24-07-2022,UPI
6823,823,01-07-2022,2000,800,2800,2800,05-07-2022,Cash
6824,824,01-07-2022,1500,0,1500,1500,02-07-2022,UPI
6825,825,01-07-2022,4000,0,4000,4000,11-07-2022,Cash
6826,826,01-07-2022,1500,0,1500,1500,01-07-2022,UPI
6827,827,01-07-2022,4000,1600,5600,5600,05-07-2022,Cash
6828,828,01-07-2022,1500,1200,2700,2700,04-07-2022,Bank Transfer
6829,829,01-07-2022,2000,1200,3200,3200,04-07-2022,Bank Transfer
6830,830,01-07-2022,4000,0,4000,4000,02-07-2022,UPI
6831,831,01-07-2022,2000,0,2000,2000,01-07-2022,Bank Transfer
6832,832,01-07-2022,4000,1600,5600,5600,04-07-2022,UPI
6833,833,01-07-2022,3200,1200,4400,4400,04-07-2022,Card
6834,834,01-07-2022,1500,800,2300,2300,03-07-2022,Card
6835,835,01-07-2022,2500,800,3300,3300,03-07-2022,Card
6836,836,01-07-2022,2000,0,2000,2000,05-07-2022,UPI
6837,837,01-07-2022,2000,1200,3200,3200,02-07-2022,Card
6838,838,01-07-2022,1500,0,1500,1500,04-07-2022,Card
6839,839,01-07-2022,4000,0,4000,4000,24-07-2022,UPI
6840,840,01-07-2022,1500,800,2300,2300,02-07-2022,UPI
6841,841,01-07-2022,2500,1600,4100,4100,01-07-2022,Cash
6842,842,01-07-2022,2000,1200,3200,3200,03-07-2022,UPI
6843,843,01-07-2022,4000,1600,5600,5600,03-07-2022,Bank Transfer
6844,844,01-07-2022,1500,0,1500,697.4893196,04-07-2022,Card
6845,845,01-07-2022,2000,0,2000,2000,04-07-2022,Card
6846,846,01-07-2022,1500,0,1500,1500,02-07-2022,Cash
6847,847,01-07-2022,1500,1200,2700,2700,02-07-2022,Cash
6848,848,01-07-2022,1500,800,2300,2300,01-07-2022,Card
6849,849,01-07-2022,4000,0,4000,4000,02-07-2022,Card
6850,850,01-07-2022,1500,800,2300,2300,02-07-2022,Card
6851,851,01-07-2022,1500,1200,2700,2700,21-07-2022,Bank Transfer
6852,852,01-07-2022,2000,800,2800,1425.520021,10-07-2022,Card
6853,853,01-07-2022,3200,1600,4800,4800,03-07-2022,UPI
6854,854,01-07-2022,2000,800,2800,2800,03-07-2022,Card
6855,855,01-07-2022,1500,1600,3100,3100,05-07-2022,UPI
6856,856,01-07-2022,2500,0,2500,2500,01-07-2022,UPI
6857,857,01-07-2022,4000,800,4800,4800,01-07-2022,UPI
6858,858,01-07-2022,2500,800,3300,3300,03-07-2022,Cash
6859,859,01-07-2022,3200,1200,4400,4400,03-07-2022,Bank Transfer
6860,860,01-07-2022,1500,0,1500,1500,02-07-2022,Cash
6861,861,01-07-2022,1500,1200,2700,2700,02-07-2022,Card
6862,862,01-07-2022,2000,1200,3200,3200,04-07-2022,UPI
6863,863,01-07-2022,2000,800,2800,2800,05-07-2022,Card
6864,864,01-07-2022,3200,0,3200,3200,05-07-2022,Bank Transfer
6865,865,01-07-2022,2500,1200,3700,3700,03-07-2022,Card
6866,866,01-07-2022,1500,0,1500,1500,02-07-2022,Bank Transfer
6867,867,01-07-2022,3200,0,3200,1955.702369,02-07-2022,Cash
6868,868,01-07-2022,1500,1200,2700,2700,01-07-2022,Bank Transfer
6869,869,01-07-2022,4000,0,4000,4000,03-07-2022,UPI
6870,870,01-07-2022,2000,800,2800,2800,05-07-2022,Card
6871,871,01-07-2022,2500,0,2500,2500,02-07-2022,Card
6872,872,01-07-2022,2000,1600,3600,3600,05-07-2022,UPI
6873,873,01-07-2022,1500,0,1500,1500,03-07-2022,Card
6874,874,01-07-2022,2000,800,2800,2800,14-07-2022,UPI
6875,875,01-07-2022,2000,800,2800,2800,04-07-2022,UPI
6876,876,01-07-2022,1500,1200,2700,2700,04-07-2022,Card
6877,877,01-07-2022,4000,1200,5200,5200,04-07-2022,Card
6878,878,01-07-2022,4000,1200,5200,5200,05-07-2022,Card
6879,879,01-07-2022,4000,1200,5200,5200,03-07-2022,Card
6880,880,01-07-2022,1500,800,2300,2300,01-07-2022,Bank Transfer
6881,881,01-07-2022,3200,1200,4400,4400,01-07-2022,UPI
6882,882,01-07-2022,2500,0,2500,2500,01-07-2022,UPI
6883,883,01-07-2022,2500,1600,4100,4100,01-07-2022,Bank Transfer
6884,884,01-07-2022,4000,800,4800,4800,02-07-2022,Card
6885,885,01-07-2022,2000,1200,3200,3200,04-07-2022,UPI
6886,886,01-07-2022,2500,800,3300,3300,02-07-2022,Cash
6887,887,01-07-2022,2000,0,2000,2000,02-07-2022,Bank Transfer
6888,888,01-07-2022,2500,800,3300,3300,04-07-2022,Card
6889,889,01-07-2022,2000,0,2000,2000,04-07-2022,Bank Transfer
6890,890,01-07-2022,2500,0,2500,2500,26-07-2022,Card
6891,891,01-07-2022,3200,0,3200,3200,27-07-2022,UPI
6892,892,01-07-2022,1500,1600,3100,3100,03-07-2022,Card
6893,893,01-07-2022,1500,0,1500,1500,24-07-2022,UPI
6894,894,01-07-2022,4000,0,4000,4000,04-07-2022,Cash
6895,895,01-07-2022,1500,1600,3100,0,,Card
6896,896,01-07-2022,3200,1600,4800,4800,01-07-2022,Bank Transfer
6897,897,01-07-2022,1500,1600,3100,3100,02-07-2022,Card
6898,898,01-07-2022,1500,1600,3100,3100,23-07-2022,Card
6899,899,01-07-2022,2000,1600,3600,3600,03-07-2022,UPI
6900,900,01-07-2022,2000,1200,3200,3200,01-07-2022,Cash
6901,901,01-07-2022,1500,1200,2700,2700,04-07-2022,Cash
6902,902,01-07-2022,4000,800,4800,4800,14-07-2022,UPI
6903,903,01-07-2022,3200,800,4000,4000,05-07-2022,Bank Transfer
6904,904,01-07-2022,2000,1200,3200,3200,01-07-2022,Bank Transfer
6905,905,01-07-2022,2000,800,2800,2800,03-07-2022,Cash
6906,906,01-07-2022,2000,1600,3600,3600,26-07-2022,Bank Transfer
6907,907,01-07-2022,1500,1200,2700,2700,05-07-2022,Cash
6908,908,01-07-2022,2000,0,2000,2000,04-07-2022,Card
6909,909,01-07-2022,3200,800,4000,4000,17-07-2022,Cash
6910,910,01-07-2022,4000,1200,5200,5200,04-07-2022,Cash
6911,911,01-07-2022,3200,0,3200,3200,30-07-2022,Bank Transfer
6912,912,01-07-2022,1500,1600,3100,3100,03-07-2022,UPI
6913,913,01-07-2022,1500,800,2300,2300,05-07-2022,Cash
6914,914,01-07-2022,3200,0,3200,0,,UPI
6915,915,01-07-2022,4000,0,4000,4000,03-07-2022,Card
6916,916,01-07-2022,3200,1200,4400,4400,05-07-2022,Card
6917,917,01-07-2022,3200,1200,4400,4400,03-07-2022,UPI
6918,918,01-07-2022,3200,0,3200,3200,05-07-2022,UPI
6919,919,01-07-2022,3200,1600,4800,4800,02-07-2022,Card
6920,920,01-07-2022,2000,1600,3600,3600,04-07-2022,Card
6921,921,01-07-2022,2500,0,2500,2500,02-07-2022,Cash
6922,922,01-07-2022,4000,1200,5200,5200,24-07-2022,Bank Transfer
6923,923,01-07-2022,1500,1200,2700,2700,27-07-2022,Card
6924,924,01-07-2022,3200,1200,4400,0,,UPI
6925,925,01-07-2022,2000,0,2000,2000,05-07-2022,UPI
6926,926,01-07-2022,1500,1600,3100,3100,20-07-2022,Card
6927,927,01-07-2022,2500,1600,4100,4100,02-07-2022,UPI
6928,928,01-07-2022,1500,1200,2700,2700,05-07-2022,UPI
6929,929,01-07-2022,1500,1200,2700,2700,05-07-2022,UPI
6930,930,01-07-2022,2000,1600,3600,3600,19-07-2022,Cash
6931,931,01-07-2022,2500,0,2500,2500,01-07-2022,Bank Transfer
6932,932,01-07-2022,2000,1600,3600,3600,04-07-2022,UPI
6933,933,01-07-2022,3200,800,4000,4000,01-07-2022,Card
6934,934,01-07-2022,4000,0,4000,4000,27-07-2022,Bank Transfer
6935,935,01-07-2022,2500,800,3300,3300,01-07-2022,UPI
6936,936,01-07-2022,2500,0,2500,2500,23-07-2022,Bank Transfer
6937,937,01-07-2022,1500,800,2300,2300,17-07-2022,Cash
6938,938,01-07-2022,3200,1600,4800,4800,02-07-2022,Bank Transfer
6939,939,01-07-2022,4000,800,4800,4800,02-07-2022,UPI
6940,940,01-07-2022,2500,0,2500,0,,Card
6941,941,01-07-2022,1500,1600,3100,1965.678013,01-07-2022,Cash
6942,942,01-07-2022,2500,800,3300,3300,28-07-2022,Bank Transfer
6943,943,01-07-2022,1500,1200,2700,2700,01-07-2022,Bank Transfer
6944,944,01-07-2022,2500,800,3300,1212.592609,02-07-2022,Card
6945,945,01-07-2022,4000,800,4800,4800,05-07-2022,Cash
6946,946,01-07-2022,4000,0,4000,4000,02-07-2022,Bank Transfer
6947,947,01-07-2022,1500,1200,2700,2700,01-07-2022,Bank Transfer
6948,948,01-07-2022,3200,0,3200,3200,05-07-2022,UPI
6949,949,01-07-2022,2000,1600,3600,3600,04-07-2022,Card
6950,950,01-07-2022,1500,1600,3100,3100,04-07-2022,Cash
6951,951,01-07-2022,1500,800,2300,2300,03-07-2022,Bank Transfer
6952,952,01-07-2022,3200,1200,4400,4400,02-07-2022,Cash
6953,953,01-07-2022,2500,0,2500,2500,01-07-2022,Cash
6954,954,01-07-2022,2000,0,2000,2000,04-07-2022,UPI
6955,955,01-07-2022,4000,1200,5200,5200,22-07-2022,UPI
6956,956,01-07-2022,3200,1200,4400,4400,05-07-2022,Bank Transfer
6957,957,01-07-2022,2500,1600,4100,4100,03-07-2022,Bank Transfer
6958,958,01-07-2022,3200,0,3200,3200,19-07-2022,Bank Transfer
6959,959,01-07-2022,1500,1200,2700,2700,02-07-2022,Bank Transfer
6960,960,01-07-2022,2500,1200,3700,0,,Bank Transfer
6961,961,01-07-2022,2000,0,2000,2000,04-07-2022,Card
6962,962,01-07-2022,3200,800,4000,4000,04-07-2022,Card
6963,963,01-07-2022,4000,800,4800,4800,05-07-2022,UPI
6964,964,01-07-2022,3200,1600,4800,4800,05-07-2022,Bank Transfer
6965,965,01-07-2022,1500,0,1500,1500,03-07-2022,UPI
6966,966,01-07-2022,2000,1200,3200,3200,03-07-2022,Card
6967,967,01-07-2022,3200,1600,4800,4800,04-07-2022,Bank Transfer
6968,968,01-07-2022,2000,1600,3600,3600,03-07-2022,UPI
6969,969,01-07-2022,3200,1600,4800,4800,05-07-2022,Bank Transfer
6970,970,01-07-2022,1500,1600,3100,3100,03-07-2022,UPI
6971,971,01-07-2022,3200,1600,4800,1794.748778,01-07-2022,Bank Transfer
6972,972,01-07-2022,1500,1200,2700,2700,03-07-2022,Cash
6973,973,01-07-2022,2000,1600,3600,3600,04-07-2022,UPI
6974,974,01-07-2022,2000,1600,3600,3600,29-07-2022,Cash
6975,975,01-07-2022,1500,1600,3100,3100,17-07-2022,UPI
6976,976,01-07-2022,2500,0,2500,2500,03-07-2022,Bank Transfer
6977,977,01-07-2022,2500,800,3300,0,,Cash
6978,978,01-07-2022,1500,0,1500,1500,03-07-2022,Bank Transfer
6979,979,01-07-2022,4000,0,4000,4000,17-07-2022,Cash
6980,980,01-07-2022,1500,1200,2700,2700,02-07-2022,Cash
6981,981,01-07-2022,3200,1600,4800,4800,26-07-2022,Bank Transfer
6982,982,01-07-2022,3200,1200,4400,4400,02-07-2022,Bank Transfer
6983,983,01-07-2022,2000,1200,3200,3200,04-07-2022,Bank Transfer
6984,984,01-07-2022,2000,1200,3200,3200,04-07-2022,Bank Transfer
6985,985,01-07-2022,2000,800,2800,2800,12-07-2022,Cash
6986,986,01-07-2022,3200,1200,4400,4400,11-07-2022,Card
6987,987,01-07-2022,1500,0,1500,1500,05-07-2022,Card
6988,988,01-07-2022,4000,1200,5200,5200,01-07-2022,Cash
6989,989,01-07-2022,2500,0,2500,2500,04-07-2022,Card
6990,990,01-07-2022,4000,1600,5600,5600,02-07-2022,UPI
6991,991,01-07-2022,2000,0,2000,2000,04-07-2022,UPI
6992,992,01-07-2022,2000,1600,3600,3600,01-07-2022,Cash
6993,993,01-07-2022,3200,800,4000,4000,02-07-2022,Cash
6994,994,01-07-2022,1500,1600,3100,3100,01-07-2022,UPI
6995,995,01-07-2022,2000,800,2800,2800,04-07-2022,Bank Transfer
6996,996,01-07-2022,2000,1600,3600,3600,05-07-2022,Cash
6997,997,01-07-2022,2000,0,2000,2000,12-07-2022,Card
6998,998,01-07-2022,2000,800,2800,0,,UPI
6999,999,01-07-2022,2000,1200,3200,3200,25-07-2022,Cash
7000,1000,01-07-2022,2500,0,2500,2500,02-07-2022,Bank Transfer
7001,1,01-08-2022,2500,1600,4100,0,,Card
7002,2,01-08-2022,2000,1600,3600,3600,05-08-2022,Bank Transfer
7003,3,01-08-2022,4000,1600,5600,5600,04-08-2022,Bank Transfer
7004,4,01-08-2022,2500,1600,4100,4100,02-08-2022,Cash
7005,5,01-08-2022,2000,1200,3200,3200,01-08-2022,Bank Transfer
7006,6,01-08-2022,2500,1600,4100,4100,02-08-2022,Bank Transfer
7007,7,01-08-2022,3200,0,3200,3200,02-08-2022,Cash
7008,8,01-08-2022,1500,0,1500,1500,04-08-2022,Card
7009,9,01-08-2022,2500,1200,3700,3700,02-08-2022,Bank Transfer
7010,10,01-08-2022,4000,800,4800,4800,02-08-2022,Bank Transfer
7011,11,01-08-2022,4000,800,4800,4800,05-08-2022,Bank Transfer
7012,12,01-08-2022,2500,800,3300,3300,02-08-2022,Cash
7013,13,01-08-2022,2000,1600,3600,3600,01-08-2022,Bank Transfer
7014,14,01-08-2022,2000,1200,3200,3200,02-08-2022,Card
7015,15,01-08-2022,2500,1600,4100,4100,04-08-2022,Cash
7016,16,01-08-2022,2500,1600,4100,4100,05-08-2022,Bank Transfer
7017,17,01-08-2022,1500,800,2300,2300,03-08-2022,Cash
7018,18,01-08-2022,2000,1200,3200,3200,04-08-2022,Card
7019,19,01-08-2022,2000,1200,3200,3200,05-08-2022,Bank Transfer
7020,20,01-08-2022,1500,1200,2700,2700,05-08-2022,Cash
7021,21,01-08-2022,2500,1200,3700,3700,01-08-2022,Cash
7022,22,01-08-2022,4000,0,4000,4000,04-08-2022,Bank Transfer
7023,23,01-08-2022,2000,800,2800,2800,02-08-2022,Cash
